NAME,AIRCRAFT_MODEL, TAIL REGISTRATION,TOTAL MILES FLOWN, TOTAL FLIGHTS, TOTAL FUEL USED , TOTAL FLIGHT TIME , TOTAL CO2 POLLUTION 
"(CLICK TO ENLARGE)Bill Gates is an American businessman, software developer, investor, author, and philanthropist. He is best known as the co-founder ofMicrosoft Corporation. He has said his use of private jets is ""ok"", because he invests billions into fighting climate change (Source:CBS News). He owns twoGulfstream G6 jetstail registrationN887WMandN194WM. Gates known as one of the richest people in the world, his estimated net worth is over $100 billion.Flight History for Bill GatesBill Gates (plane #2)","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N194WM,"371,316 miles",235,"416,040 gallons",34 days12 hours46 minutes,"4,152metric tons"
"(CLICK TO ENLARGE)Sean Combs, known professionally as P. Diddy, is an American rapper, songwriter, producer, and entrepreneur. He is most famous for his successful music career, but has also made a name for himself in the fashion and liquor industries. P Diddy’s estimated net worth is $885 million.Flight History for P. DiddyP. Diddy",Gulfstream V,N1969C,"491,659 miles",391,"457,670 gallons",51 days3 hours5 minutes,"6,150metric tons"
"(CLICK TO ENLARGE)Kim Kardashian American entertainment personality and successful businesswoman.She is best known for her appearances on the popular reality television series ""Keeping Up with the Kardashians"". Today she runs several companies infashion and beauty products industries, and is one of the most popular and influential people in social media. Kim is also the half-sister ofKylie Jenner, and her net worth is estimated to be over $1 billion.Flight History for Kim KardashianKim Kardashian","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N1980K,"427,972 miles",242,"474,300 gallons",40 days11 hours58 minutes,"4,800metric tons"
"(CLICK TO ENLARGE)Jerry Jones is an American businessman and owner of theDallas Cowboys. Under Jones’ ownership, the Cowboys have won three Super Bowl championships and have become one of the most valuable sports franchises in the world, worth an estimated $5 billion. Jones’ net worth is estimated to be over $8 billion.Flight History for Jerry JonesJerry Jones",Gulfstream V,N1DC,"164,956 miles",141,"140,480 gallons",15 days15 hours52 minutes,"1,881metric tons"
(CLICK TO ENLARGE)Phil Knight is an American businessman who is best known as the co-founder ofNike. Knight has an estimated net worth of $46 billion.Flight History for Phil KnightPhil Knight,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N1KE,"195,691 miles",196,"265,330 gallons",22 days2 hours43 minutes,"2,654metric tons"
"(CLICK TO ENLARGE)David Geffen is an American Entertainment Industry Leader. He is best known for foundingAsylum Records,Geffen Records, and was a co-founder ofDreamworks SKGwithSteven Spielbergand Jefferey Katzenberg. Geffen is one of the most successful and influential figures in the entertainment industry, and is estimated to have a net worth of over $10 billion.Flight History for David GeffenDavid Geffen","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N221DG,"154,240 miles",88,"172,700 gallons",14 days8 hours23 minutes,"1,721metric tons"
"(CLICK TO ENLARGE)Sergey Brin is an American technology entrepreneur, who is best known for co-foundingGooglewith Larry Page. Brin has an estimated net worth of $95 billion.Flight History for Sergey BrinSergey Brin","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N232G,"242,421 miles",101,"259,010 gallons",21 days13 hours37 minutes,"2,584metric tons"
"(CLICK TO ENLARGE)Michael Jordan is a former professional basketball player who is considered one of the greatest athletes of all time. He played for theChicago BullsandWashington Wizardsthroughout his career, winning six NBA championships and five Most Valuable Player awards. Jordan is also known for his iconicAir Jordan sneakersmade byNike. Jordan has an estimated net worth of over $1 billion.Flight History for Michael JordanMichael Jordan",Gulfstream V,N236MJ,"49,230 miles",62,"47,590 gallons",5 days7 hours5 minutes,638metric tons
"(CLICK TO ENLARGE)Elon Musk is a brilliant visionary and innovative businessman who has made significant contributions to the fields of technology and space exploration. He is the founder and Chief Engineer ofSpaceX, the CEO ofTesla Motors, and the Chief Technology Officer ofTwitter. Musk’s desire to hide his private jet flight history bysuspending Jack Sweeneyis the main reason this website was created, proving thatThe Streisand Effectis real. He owns two private jets, aGulfstream G6tail registrationN628TSand a Gulfstream G5 tail registrationN272BG. Elon Musk’s net worth is estimated to be over $170 billion, making him one of the richest people in the world.Flight History for Elon MuskElon Musk (plane #2)",Gulfstream V,N272BG,"173,900 miles",126,"149,130 gallons",16 days16 hours20 minutes,"1,997metric tons"
"(CLICK TO ENLARGE)Alex Rodriguez, also known as ""A-Rod"", is a retired professional Major League Baseball player. He retired in 2016 and shortly thereafter foundedMonument Capital Management, a real estate investment firm. The firm has real estate holdings valued at over $700 million and it has invested in properties in New York City, Miami and Los Angeles. Rodriguez’s personal net worth is estimated to be between $350 and $400 million.Flight History for Alex RodriquezAlex Rodriquez",Gulfstream IV,N313AR,"221,635 miles",203,"257,560 gallons",23 days19 hours40 minutes,"3,461metric tons"
"(CLICK TO ENLARGE)Magic Johnson is an American former professional basketball player and businessman. He played for theLos Angeles Lakersfor 13 seasons and is widely regarded as one of the greatest basketball players of all time. After retiring from basketball, Johnson became a successful businessman with holdings in entertainment, real estate, and restaurants. Johnson has an estimated net worth of $600 million.Flight History for Magic JohnsonMagic Johnson",Gulfstream II,N32MJ,"9,640 miles",7,"7,660 gallons",1 day3 hours6 minutes,82metric tons
"(CLICK TO ENLARGE)Tom Cruise is an American actor and producer, known for his roles in blockbuster movies such asTop GunandMission: Impossible. Cruise is an aviation enthusiast aand has a pilots license. LikeHarrison Fordhe also owns vintage aircraft. Cruise has an estimated net worth of $570 million.Flight History for Tom CruiseTom Cruise",Bombardier Challenger 350,N350XX,"283,654 miles",291,"246,580 gallons",31 days2 hours8 minutes,"2,272metric tons"
"(CLICK TO ENLARGE)Tyler Perry is an American actor and filmmaker, he is best known for playing his character Mabel""Madea""Simmons. He has also developed several television shows including Tyler Perry’s House of Payne. Tyler Perry’s net worth is estimated at 1.4 billion.Flight History for Tyler PerryTyler Perry",Embraer E-190,N378TP,"47,440 miles",42,"91,990 gallons",5 days3 hours7 minutes,"1,232metric tons"
"(CLICK TO ENLARGE)Jay Z is an American entertainer, he is best known for being a rapper, songwriter and music producer. He has won 22 Grammys and sold over 100 million records sold worldwide, making him one of the best-selling musicians of all time. Jay Z’s net worth is estimated at $1 billion.Flight History for Jay ZJay Z",Gulfstream V,N444SC,"386,642 miles",291,"341,990 gallons",38 days5 hours10 minutes,"4,594metric tons"
"(CLICK TO ENLARGE)Matt Damon is an American actor, producer, and screenwriter who is best known for his performances in theJason Bourne film seriesandGood Will Hunting. Damon has an estimated net worth of $170 million.Flight History for Matt DamonMatt Damon",Bombardier Global 7500,N444WT,"210,525 miles",160,"266,560 gallons",21 days12 hours19 minutes,"3,038metric tons"
"(CLICK TO ENLARGE)Lady Gaga is an American singer, songwriter, and actress who is most famous for her catchy pop songs and her unique fashion sense. She has won numerous awards for her music, and is known for her over-the-top live performances. Lady Gaga’s estimated net worth is $320 million.Flight History for Lady GagaLady Gaga",Gulfstream V,N474D,"196,744 miles",123,"175,660 gallons",19 days15 hours3 minutes,"2,354metric tons"
"(CLICK TO ENLARGE)Michael Bloomberg is an American politician,entrepreneur,andclimate change hypocrite. When he was mayor of NYC he acted like a petty tyrant and tried to make it illegal for stores to sell large soft drinks (source:Reuters). Today he keeps busylecturing people about making sacrifices for climate change,while he owns8 mansions,4 cars,1helicopter,a4 story luxury yacht,and 3 private jets (N5MV,N8AGandN47EG). Bloomberg’s estimated net worth is over 59 billion.Flight History for Michael BloombergMichael Bloomberg (plane #2)",Dassault Falcon 900,N47EG,"294,524 miles",332,"230,500 gallons",31 days14 hours50 minutes,"3,064metric tons"
"(CLICK TO ENLARGE)Dr Phil (Phil McGraw) is an American TV personality best known for his nationally syndicated talk show ""Dr Phil"". While Dr Phil does have a Doctorate in Psychology, he is no longer licensed as a psychologist. He stopped renewing his license in 2006, and there are a lot rumors and unanswered questions as to why that happened (source:EverydayPsychology.com). Dr Phil’s estimated net worth is $460 million.Flight History for Dr. PhilDr. Phil",Gulfstream IV,N4DP,"158,582 miles",135,"179,720 gallons",16 days17 hours36 minutes,"2,424metric tons"
